,Url,Date,Content,Id,User,Reply Count,Retweet Count,Like Count,Quote Count,Conversation Id,Language,Source,Coordinates
0,https://twitter.com/DaraTorres/status/1620612542266744832,2023-02-01 02:38:34+00:00,"Hanging single arm row w/ rotation…one word: pain!
@TRXtraining @trxvideo https://t.co/FgJBCXXDGc",1620612542266744832,https://twitter.com/DaraTorres,1,0,25,0,1620612542266744832,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
1,https://twitter.com/DaraTorres/status/1620611622149697536,2023-02-01 02:34:54+00:00,So fun chatting with @ALLIE_LONG and psyched to continue watching her journey,1620611622149697536,https://twitter.com/DaraTorres,0,0,4,0,1620611622149697536,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2,https://twitter.com/DaraTorres/status/1612437363757821952,2023-01-09 13:13:19+00:00,"Just saw an advanced screening of @80forBrady and I laughed,cried and smiled the entire movie. It’s a must see! In theaters on Feb. 3 #paramountinvite https://t.co/x9fLO183WX",1612437363757821952,https://twitter.com/DaraTorres,0,9,28,1,1612437363757821952,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
3,https://twitter.com/DaraTorres/status/1609700441192890369,2023-01-01 23:57:46+00:00,1st day of 2023! https://t.co/prTgUgrLvJ,1609700441192890369,https://twitter.com/DaraTorres,3,1,100,0,1609700441192890369,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
4,https://twitter.com/DaraTorres/status/1608309113901187072,2022-12-29 03:49:08+00:00,10-12 is my max now…back in the old days it was double that🙄 https://t.co/e5otZkIMky,1608309113901187072,https://twitter.com/DaraTorres,10,6,93,1,1608309113901187072,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
5,https://twitter.com/DaraTorres/status/1606648772658069505,2022-12-24 13:51:32+00:00,@DuckHunterToo @TRXtraining Take one foot out and put on top of the other so u can use ur one leg to help u up and help u bring urself out of the exercise.,1606648772658069505,https://twitter.com/DaraTorres,0,0,0,0,1605313807399936001,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
6,https://twitter.com/DaraTorres/status/1606648343442395138,2022-12-24 13:49:49+00:00,https://t.co/r1bSd43QXu,1606648343442395138,https://twitter.com/DaraTorres,3,0,29,0,1606648343442395138,zxx,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
7,https://twitter.com/DaraTorres/status/1605313807399936001,2022-12-20 21:26:51+00:00,"Always up for a @TRXtraining challenge…
#ageisjustanumber https://t.co/qggCcM0Gi6",1605313807399936001,https://twitter.com/DaraTorres,2,2,28,0,1605313807399936001,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
8,https://twitter.com/DaraTorres/status/1603004533374095361,2022-12-14 12:30:37+00:00,I will be there Sat 8:15!!,1603004533374095361,https://twitter.com/DaraTorres,0,0,1,0,1603004533374095361,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
9,https://twitter.com/DaraTorres/status/1602801120929370112,2022-12-13 23:02:20+00:00,"Shoulder press…TRX style!
@TRXtraining https://t.co/l6XcurY2pT",1602801120929370112,https://twitter.com/DaraTorres,1,0,28,0,1602801120929370112,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
10,https://twitter.com/DaraTorres/status/1601028355419152392,2022-12-09 01:38:00+00:00,"Take a peek into my nighttime routine with the 3 habits I must do before bed @CaniWellness                                                 

Website: https://t.co/ItTzwTZce6

#sleeproutine #healthyhabits #sleep https://t.co/5st0jn6c4j",1601028355419152392,https://twitter.com/DaraTorres,0,0,8,1,1601028355419152392,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
11,https://twitter.com/DaraTorres/status/1600514843278249987,2022-12-07 15:37:29+00:00,"Kneeling rear delt press @solidcore style. Straight back.  Press back with both hands. Arms straight, then only come forward where ur thumbs touch ur thighs. This exercise is great with free weights standing…works ur deltoids and triceps. #ageisjustanumber https://t.co/sK9fojRcti",1600514843278249987,https://twitter.com/DaraTorres,2,2,13,0,1600514843278249987,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
12,https://twitter.com/DaraTorres/status/1598691344645488643,2022-12-02 14:51:33+00:00,High plank with a challenge. If ur not used to using weights pls build up to it. #ageisjustanumber https://t.co/MOtwiEegr0,1598691344645488643,https://twitter.com/DaraTorres,0,0,16,0,1598691344645488643,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
13,https://twitter.com/DaraTorres/status/1595554033925640192,2022-11-23 23:05:00+00:00,"Can-i Wellness oral sprays for energy, recovery, stress and sleep make great gifts. And they’re under $30. Shop the Black Friday sale on now and save 30% with code BFCM30 @CaniWellness 

Link: https://t.co/FHtoehpGcr https://t.co/XauNv8YyWH",1595554033925640192,https://twitter.com/DaraTorres,1,3,10,0,1595554033925640192,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
14,https://twitter.com/DaraTorres/status/1595457948217757696,2022-11-23 16:43:11+00:00,https://t.co/K1575EZBMW,1595457948217757696,https://twitter.com/DaraTorres,0,0,19,0,1595457948217757696,zxx,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
15,https://twitter.com/DaraTorres/status/1583962984657084416,2022-10-22 23:26:18+00:00,Soooo this happened. We had a plan I’d take her pic with him then she’d tell him “my mom wld like one pls.”She said “thanku very much” he said no prob and walked away 🙄😢 https://t.co/qajNsHMyk2,1583962984657084416,https://twitter.com/DaraTorres,21,10,307,2,1583962984657084416,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
16,https://twitter.com/DaraTorres/status/1580299636094291968,2022-10-12 20:49:28+00:00,Core stabilization…but it’s always fun to be engaging your arms and thighs while doing this great exercise! #ageisjustanumber https://t.co/aqUSlbRDbh,1580299636094291968,https://twitter.com/DaraTorres,3,3,26,0,1580299636094291968,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
17,https://twitter.com/DaraTorres/status/1578522633942970368,2022-10-07 23:08:18+00:00,"Another day, another challenge.  Tired of doing regular pushups?? Try one legged! 🙄💪#ageisjustanumber https://t.co/BmAM5vHV0s",1578522633942970368,https://twitter.com/DaraTorres,2,0,19,0,1578522633942970368,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
18,https://twitter.com/DaraTorres/status/1575121385827061760,2022-09-28 13:52:57+00:00,Booty buster with 1 correction that will take stress out of low back and isolate glutes #ageisjustanumber https://t.co/kAx06fGods,1575121385827061760,https://twitter.com/DaraTorres,2,2,17,0,1575121385827061760,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
19,https://twitter.com/DaraTorres/status/1574121130134233088,2022-09-25 19:38:17+00:00,"#happynationaldaughtersday to this beauty, and when I say beauty I first and foremost mean her heart. I’m so blessed to call you my daughter. I love you @tessagth ❤️❤️ https://t.co/4srGsaJLxh",1574121130134233088,https://twitter.com/DaraTorres,2,1,19,0,1574121130134233088,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
20,https://twitter.com/DaraTorres/status/1572961107895107590,2022-09-22 14:48:46+00:00,"Not gonna lie, this one’s a doozy!  Push-up to shoulder press…#ageisjustanumber https://t.co/AT4oxvvjDn",1572961107895107590,https://twitter.com/DaraTorres,1,0,19,0,1572961107895107590,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
21,https://twitter.com/DaraTorres/status/1571257791268155392,2022-09-17 22:00:24+00:00,Push-ups always equal a W (win) #ageisjustanumber https://t.co/URlIaVXnKG,1571257791268155392,https://twitter.com/DaraTorres,1,0,23,0,1571257791268155392,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
22,https://twitter.com/DaraTorres/status/1570166537557794817,2022-09-14 21:44:09+00:00,"Soooo yeah my glutes are pretty flat (sometimes gravity is a unavoidable), but I work them hard to fight gravity!!🤣🤣 #agemightnotbeanumberwithmyglutes! https://t.co/O8Y05u1O4j",1570166537557794817,https://twitter.com/DaraTorres,1,1,9,0,1570166537557794817,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
