,Url,Date,Content,Id,User,Reply Count,Retweet Count,Like Count,Quote Count,Conversation Id,Language,Source,Coordinates
0,https://twitter.com/RafaelNadal/status/1618678134609707014,2023-01-26 18:31:55+00:00,Hoy he estado en la Clínica Tenis Tecknon de Barcelona dónde me han realizado unas pruebas. Se confirman los resultados de Melbourne y los plazos siguen siendo los mismos. Establecido los tratamientos a seguir y en 3 semanas me realizarán nuevas pruebas para ver la evolución 🙏,1618678134609707014,https://twitter.com/RafaelNadal,1487,1264,25887,238,1618678134609707014,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
1,https://twitter.com/RafaelNadal/status/1615957996265435136,2023-01-19 06:23:04+00:00,Buenas tardes. He realizado pruebas médicas tras la derrota en el día de ayer. La resonancia magnética muestra una lesión grado 2 en el Psoas Iliaco de su pierna izquierda.  Ahora toca reposo deportivo y fisioterapia anti inflamatoria. Tiempo normal de recuperación 6 a 8 semanas. https://t.co/xwcKSyTzhp,1615957996265435136,https://twitter.com/RafaelNadal,4067,4228,62460,1165,1615957996265435136,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2,https://twitter.com/RafaelNadal/status/1614427136114429952,2023-01-15 00:59:58+00:00,"Every move has played a part on the incredible journey with @Kia_Worldwide and @australianopen and there’s still so much to come 💪🏻 vamos! 
#MovementThatInspires https://t.co/ezqE0VP7JS",1614427136114429952,https://twitter.com/RafaelNadal,153,348,3903,41,1614427136114429952,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
3,https://twitter.com/RafaelNadal/status/1612753658982338561,2023-01-10 10:10:10+00:00,Vamos! 💪🏻👏🏻,1612753658982338561,https://twitter.com/RafaelNadal,108,269,3708,13,1612753658982338561,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
4,https://twitter.com/RafaelNadal/status/1608562549854986241,2022-12-29 20:36:12+00:00,"Hoy se vuelve a ir un grande del deporte mundial. Un día triste para el mundo del fútbol, para el mundo del deporte. Su legado siempre quedará. 

No le vi jugar, no tuve esa suerte, pero siempre me enseñaron y me dijeron que fue el Rey del fútbol. 

DEP 
#ORei #Pele 🇧🇷 https://t.co/E4mKdu8gBt",1608562549854986241,https://twitter.com/RafaelNadal,274,3818,42676,96,1608562549854986241,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
5,https://twitter.com/RafaelNadal/status/1604800467644854272,2022-12-19 11:27:01+00:00,Hola a todos. Quiero comunicaros la incorporación de Gustavo Marcaccio (🇦🇷) al equipo técnico. Gustavo lleva trabajando en la @rafanadalacademy desde abril de 2021 y entiendo que es una buena incorporación al equipo. Seguro que nos ayudará mucho para seguir el camino ¡Bienvenido! https://t.co/DEnKvpfRRs,1604800467644854272,https://twitter.com/RafaelNadal,154,417,9856,59,1604800467644854272,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
6,https://twitter.com/RafaelNadal/status/1603708047007928320,2022-12-16 11:06:08+00:00,Francis es un gran técnico que conoce muy bien el tenis y me ha ayudado mucho a ser cada vez mejor. Sólo tengo palabras de agradecimiento y le deseo toda la suerte del mundo en su nuevo proyecto https://t.co/HvJpwrv88P,1603708047007928320,https://twitter.com/RafaelNadal,43,184,3123,7,1603708037147107332,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
7,https://twitter.com/RafaelNadal/status/1603708037147107332,2022-12-16 11:06:06+00:00,"Os quería comunicar que Francis Roig deja el equipo. Francis ha sido una persona importante en mi carrera y le estoy muy agradecido por todos estos años de trabajo y amistad. Cuando empezamos a trabajar juntos yo era un niño y junto a mi tío Toni, empezábamos en el circuito. https://t.co/qeW0wFQTpa",1603708037147107332,https://twitter.com/RafaelNadal,136,647,13585,148,1603708037147107332,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
8,https://twitter.com/RafaelNadal/status/1603653526093283328,2022-12-16 07:29:29+00:00,"Ayer por la mañana en Madrid 😉
Hoy más entrenamiento 💪🏻",1603653526093283328,https://twitter.com/RafaelNadal,31,73,1074,2,1603653526093283328,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
9,https://twitter.com/RafaelNadal/status/1600219637320327169,2022-12-06 20:04:26+00:00,"Hey Las Vegas!!! 👋
I’m happy to announce that I’ll be playing @CarlosAlcaraz at THE SLAM, a special one-night match hosted by @MGMRewards. #MGMTheSlam

When?  March 5th, 2023 @MGMGrand 
See you there? 😉

https://t.co/kmWC03coch https://t.co/h3biRBDb18",1600219637320327169,https://twitter.com/RafaelNadal,92,290,2821,60,1600219637320327169,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",
10,https://twitter.com/RafaelNadal/status/1600214638683394049,2022-12-06 19:44:35+00:00,"Lo que más me gusta cuando me hacen una foto es: ¡Que aparezcamos todos! 📸
Por eso, me sumo al mensaje de @telefonica
Equipo, familia, amigos, son parte del álbum de mi vida. Estando cerca de ellos, soy capaz de llegar más lejos. 🚀
#TodosEnLaFoto

Ahora si 😬😉 https://t.co/G8x01b03Xm",1600214638683394049,https://twitter.com/RafaelNadal,29,74,863,4,1600214638683394049,es,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",
11,https://twitter.com/RafaelNadal/status/1594684648256598016,2022-11-21 13:30:22+00:00,"👀 I have been told by my friends at KIA that if you tag your FIFA World Cup™ videos w #KiaInspireTogether, they could be shared with your country’s team in Qatar! 
Pre-game rituals, superstitions, special chants, cheering–Your moments will become part of a collective movement https://t.co/WuUN1H63Gv",1594684648256598016,https://twitter.com/RafaelNadal,79,200,1825,24,1594684648256598016,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
12,https://twitter.com/RafaelNadal/status/1583083570679009280,2022-10-20 13:11:50+00:00,"Thanks to @Kia_Worldwide 12 guests were able to see some things that inspire me the most throughout my career, here in my home of Mallorca.
See how together with the @rnadalacademy we inspired them through nature and movement
#Kia #MovementThatInspires #RoadToInspiration #NiroEV https://t.co/PwskWR4M4J",1583083570679009280,https://twitter.com/RafaelNadal,77,171,1675,16,1583083570679009280,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
13,https://twitter.com/RafaelNadal/status/1580605755698597890,2022-10-13 17:05:53+00:00,"Hola a todos. Después de unos días y muchos mensajes de cariño sólo quería daros las gracias a todos!☺️
Estamos muy contentos y todos muy bien! Un fuerte abrazo 🤗",1580605755698597890,https://twitter.com/RafaelNadal,1963,3169,70159,482,1580605755698597890,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
14,https://twitter.com/RafaelNadal/status/1575738853830586369,2022-09-30 06:46:33+00:00,"The guests put their tennis skills to the test, not bad, and they had the opportunity to test drive the Kia Niro EV and discovering some of the best Mallorca has to offer. 
I hope you had an inspiring time!
 
#Kia #MovementThatInspires #RoadToInspiration #NiroEV",1575738853830586369,https://twitter.com/RafaelNadal,35,89,1543,2,1575738849887588353,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
15,https://twitter.com/RafaelNadal/status/1575738849887588353,2022-09-30 06:46:32+00:00,"Hi all, it’s been a week almost… During these days I had the opportunity to meet the guests on the @Kia_Worldwide Road to Inspiration experience, in collaboration with the @rnadalacademy https://t.co/xKxie1fHCA",1575738849887588353,https://twitter.com/RafaelNadal,191,347,6621,17,1575738849887588353,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
16,https://twitter.com/RafaelNadal/status/1573761203494584320,2022-09-24 19:48:04+00:00,Idemoooo! Vamossssss!,1573761203494584320,https://twitter.com/RafaelNadal,456,2225,35882,579,1573761203494584320,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
