,Url,Date,Content,Id,User,Reply Count,Retweet Count,Like Count,Quote Count,Conversation Id,Language,Source,Coordinates
0,https://twitter.com/strombone1/status/1620225219943370752,2023-01-31 00:59:29+00:00,https://t.co/ZGWUKFL10w,1620225219943370752,https://twitter.com/strombone1,70,21,494,6,1620225212850802688,zxx,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
1,https://twitter.com/strombone1/status/1620225212850802688,2023-01-31 00:59:27+00:00,I’m a man of the people. Which helmet should I wear at the skills completion Friday? #NHLAllStar,1620225212850802688,https://twitter.com/strombone1,151,51,428,20,1620225212850802688,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2,https://twitter.com/strombone1/status/1620190105507078146,2023-01-30 22:39:57+00:00,@JessBlaylock @emilymkaplan First line center please and thank you,1620190105507078146,https://twitter.com/strombone1,15,10,411,1,1620189181862612993,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
3,https://twitter.com/strombone1/status/1605638996641603585,2022-12-21 18:59:02+00:00,And people think Santa doesn’t exist https://t.co/WMZ0rfXDRG,1605638996641603585,https://twitter.com/strombone1,177,294,6475,35,1605638996641603585,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
4,https://twitter.com/strombone1/status/1598462783406112769,2022-12-01 23:43:20+00:00,Finally got my captains photo done https://t.co/Uo55U34Si8,1598462783406112769,https://twitter.com/strombone1,155,504,9827,44,1598462783406112769,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
5,https://twitter.com/strombone1/status/1594802097819639813,2022-11-21 21:17:04+00:00,Fighting,1594802097819639813,https://twitter.com/strombone1,24,59,959,2,1594802097819639813,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
6,https://twitter.com/strombone1/status/1593456970354360323,2022-11-18 04:12:01+00:00,✌🏼,1593456970354360323,https://twitter.com/strombone1,95,82,1979,25,1593456970354360323,art,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
7,https://twitter.com/strombone1/status/1588296888377540608,2022-11-03 22:27:41+00:00,Healthy scratch tonight @kbieksa3 ?,1588296888377540608,https://twitter.com/strombone1,51,128,3387,10,1588296888377540608,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
8,https://twitter.com/strombone1/status/1580700270660501505,2022-10-13 23:21:27+00:00,Second worst contract in franchise history,1580700270660501505,https://twitter.com/strombone1,293,989,18574,113,1580700270660501505,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
9,https://twitter.com/strombone1/status/1544010759146971137,2022-07-04 17:30:25+00:00,Mine Train. Cool as a cucumber 🤢 https://t.co/3InC78Gewc,1544010759146971137,https://twitter.com/strombone1,57,32,2253,4,1544010759146971137,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
