,Url,Date,Content,Id,User,Reply Count,Retweet Count,Like Count,Quote Count,Conversation Id,Language,Source,Coordinates
0,https://twitter.com/strombone1/status/1620225219943370752,2023-01-31 00:59:29+00:00,https://t.co/ZGWUKFL10w,1.62E+18,https://twitter.com/strombone1,70,21,498,6,1.62E+18,zxx,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
1,https://twitter.com/strombone1/status/1620225212850802688,2023-01-31 00:59:27+00:00,I’m a man of the people. Which helmet should I wear at the skills completion Friday? #NHLAllStar,1.62E+18,https://twitter.com/strombone1,153,51,429,20,1.62E+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
2,https://twitter.com/strombone1/status/1620190105507078146,2023-01-30 22:39:57+00:00,@JessBlaylock @emilymkaplan First line center please and thank you,1.62E+18,https://twitter.com/strombone1,15,10,412,1,1.62E+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
3,https://twitter.com/strombone1/status/1605638996641603585,2022-12-21 18:59:02+00:00,And people think Santa doesn’t exist https://t.co/WMZ0rfXDRG,1.61E+18,https://twitter.com/strombone1,177,294,6478,35,1.61E+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
4,https://twitter.com/strombone1/status/1598462783406112769,2022-12-01 23:43:20+00:00,Finally got my captains photo done https://t.co/Uo55U34Si8,1.60E+18,https://twitter.com/strombone1,155,504,9829,44,1.60E+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
5,https://twitter.com/strombone1/status/1594802097819639813,2022-11-21 21:17:04+00:00,Fighting,1.59E+18,https://twitter.com/strombone1,24,59,960,2,1.59E+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
6,https://twitter.com/strombone1/status/1593456970354360323,2022-11-18 04:12:01+00:00,✌🏼,1.59E+18,https://twitter.com/strombone1,95,82,1979,25,1.59E+18,art,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
7,https://twitter.com/strombone1/status/1588296888377540608,2022-11-03 22:27:41+00:00,Healthy scratch tonight @kbieksa3 ?,1.59E+18,https://twitter.com/strombone1,51,128,3387,10,1.59E+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
8,https://twitter.com/strombone1/status/1580700270660501505,2022-10-13 23:21:27+00:00,Second worst contract in franchise history,1.58E+18,https://twitter.com/strombone1,293,989,18574,113,1.58E+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
9,https://twitter.com/strombone1/status/1544010759146971137,2022-07-04 17:30:25+00:00,Mine Train. Cool as a cucumber 🤢 https://t.co/3InC78Gewc,1.54E+18,https://twitter.com/strombone1,57,32,2254,4,1.54E+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
10,https://twitter.com/strombone1/status/1543713848779218945,2022-07-03 21:50:37+00:00,"Tower of totally not scared 🤥

(Look at the tour guide in the back) https://t.co/DfqJ1bKQRR",1.54E+18,https://twitter.com/strombone1,31,28,1303,5,1.54E+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
11,https://twitter.com/strombone1/status/1543703380941496323,2022-07-03 21:09:01+00:00,Slinky Dog snooze fest 😴 https://t.co/POnw4GT0AG,1.54E+18,https://twitter.com/strombone1,11,20,783,2,1.54E+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
12,https://twitter.com/strombone1/status/1543386068346601479,2022-07-03 00:08:08+00:00,Conquered Splash Mountain like a boss today! 💪🏻 https://t.co/pcnWMOT8r5,1.54E+18,https://twitter.com/strombone1,134,190,6939,29,1.54E+18,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",
